"","X1","X2","region","hemi","roi","side"
"240",158.269708845139,187.914706209122,"7Networks_LH_SomMot_22","left","0054","lateral"
"241",153.516496075079,188.945132240246,"7Networks_LH_SomMot_22","left","0054","lateral"
"242",142.96280828703,196.146145690744,"7Networks_LH_SomMot_26","left","0058","lateral"
"243",131.095612952456,182.546184581169,"7Networks_LH_SomMot_26","left","0058","lateral"
"244",132.450857701315,180.091248625597,"7Networks_LH_SomMot_26","left","0058","lateral"
"245",143.337937773621,178.685385333094,"7Networks_LH_SomMot_26","left","0058","lateral"
"246",155.33033199302,192.609097463215,"7Networks_LH_SomMot_26","left","0058","lateral"
"247",149.441102530227,196.690259820953,"7Networks_LH_SomMot_26","left","0058","lateral"
"248",142.96280828703,196.146145690744,"7Networks_LH_SomMot_26","left","0058","lateral"
"249",196.083013621418,196.831799648646,"7Networks_LH_SomMot_27","left","0059","lateral"
"250",191.314135429985,194.156523958639,"7Networks_LH_SomMot_27","left","0059","lateral"
"251",190.634054313473,181.874523413556,"7Networks_LH_SomMot_27","left","0059","lateral"
"252",201.503501027626,178.608411111773,"7Networks_LH_SomMot_27","left","0059","lateral"
"253",208.298605303087,182.146830519376,"7Networks_LH_SomMot_27","left","0059","lateral"
"254",211.321753146262,189.815507487839,"7Networks_LH_SomMot_27","left","0059","lateral"
"255",203.296620846212,195.922230446866,"7Networks_LH_SomMot_27","left","0059","lateral"
"256",196.083013621418,196.831799648646,"7Networks_LH_SomMot_27","left","0059","lateral"
"257",160.192800459399,195.478973070577,"7Networks_LH_SomMot_28","left","0060","lateral"
"258",152.73714203217,189.901899237624,"7Networks_LH_SomMot_28","left","0060","lateral"
"259",161.243384556306,185.350400102584,"7Networks_LH_SomMot_28","left","0060","lateral"
"260",170.218838197348,188.592744518453,"7Networks_LH_SomMot_28","left","0060","lateral"
"261",175.083580181787,195.135509342864,"7Networks_LH_SomMot_28","left","0060","lateral"
"262",160.192800459399,195.478973070577,"7Networks_LH_SomMot_28","left","0060","lateral"
"263",177.857294469261,199.367662186691,"7Networks_LH_SomMot_29","left","0061","lateral"
"264",174.615640864197,190.533314019815,"7Networks_LH_SomMot_29","left","0061","lateral"
"265",182.168646452783,183.47095850009,"7Networks_LH_SomMot_29","left","0061","lateral"
"266",190.221479393852,183.097958938346,"7Networks_LH_SomMot_29","left","0061","lateral"
"267",189.607352374053,196.320305483004,"7Networks_LH_SomMot_29","left","0061","lateral"
"268",177.857294469261,199.367662186691,"7Networks_LH_SomMot_29","left","0061","lateral"
"269",136.732631400951,197.73528651011,"7Networks_LH_SomMot_30","left","0062","lateral"
"270",118.740191475375,193.661189604716,"7Networks_LH_SomMot_30","left","0062","lateral"
"271",112.197390834734,188.941441210473,"7Networks_LH_SomMot_30","left","0062","lateral"
"272",126.615061177428,186.845659639184,"7Networks_LH_SomMot_30","left","0062","lateral"
"273",131.404319751931,182.694896872635,"7Networks_LH_SomMot_30","left","0062","lateral"
"274",142.585894781773,195.596947428267,"7Networks_LH_SomMot_30","left","0062","lateral"
"275",136.732631400951,197.73528651011,"7Networks_LH_SomMot_30","left","0062","lateral"
"276",158.557173707408,201.635287828191,"7Networks_LH_SomMot_31","left","0063","lateral"
"277",149.821508127187,200.239763598297,"7Networks_LH_SomMot_31","left","0063","lateral"
"278",147.041926087832,197.669657633673,"7Networks_LH_SomMot_31","left","0063","lateral"
"279",159.790546398431,195.491596145386,"7Networks_LH_SomMot_31","left","0063","lateral"
"280",162.118781989472,199.60594200753,"7Networks_LH_SomMot_31","left","0063","lateral"
"281",158.557173707408,201.635287828191,"7Networks_LH_SomMot_31","left","0063","lateral"
"282",144.574468853605,200.631818197007,"7Networks_LH_SomMot_34","left","0066","lateral"
